Num,Desc,GramsPerServ,GramDesc,CalsPerServ,ProtPerServ,FiberPerServ,SugarPerServ,SodiumPerServ,SatFatPerServ,PricePerServ,FoodType,Grains,Bev,Fruits,Vegs,MeatFish,Dairy,FatsOils,MealsSoups,LegumesNuts
18035,"Bread, multi-grain (includes whole-grain)",26,"1 slice, regular",68.9,3.4736,1.924,1.6614,99.06,0.22672,0.09,Grains and Pasta,1,0,0,0,0,0,0,0,0
18036,"Bread, multi-grain, toasted (includes whole-grain)",24,"1 slice, regular",69.12,3.4848,1.944,1.6656,99.36,0.22752,0.09,Grains and Pasta,1,0,0,0,0,0,0,0,0
20051,"White rice, cooked",186,1 cup,241.8,4.4268,0.558,0.210810811,0,0.10602,0.09,Grains and Pasta,1,0,0,0,0,0,0,0,0
18075,"Bread, whole-wheat",28.35,1 oz,71.442,3.529575,1.701,1.23039,128.9925,0.204687,0.09,Grains and Pasta,1,0,0,0,0,0,0,0,0
18064,"Bread, wheat",29,1 slice,77.43,3.1088,1.16,1.7139,147.32,0.22533,0.1,Grains and Pasta,1,0,0,0,0,0,0,0,0
18283,"Muffins, oat bran",17,1 mini,45.9,1.19,0.782,1.3974,66.81,0.18479,0.1,Grains and Pasta,1,0,0,0,0,0,0,0,0
18076,"Bread, whole-wheat, toasted",25,1 slice,76.5,4.0675,2.3,1.4425,123.25,0.2305,0.1,Grains and Pasta,1,0,0,0,0,0,0,0,0
18038,"Bread, oat bran, toasted",27,1 slice,69.93,3.078,1.323,2.2842,104.49,0.20682,0.11,Grains and Pasta,1,0,0,0,0,0,0,0,0
18039,"Bread, oatmeal",27,1 slice,72.63,2.268,1.08,2.1978,120.69,0.18981,0.11,Grains and Pasta,1,0,0,0,0,0,0,0,0
18040,"Bread, oatmeal, toasted",25,1 slice,73,2.3,1.075,2.21,121.5,0.191,0.11,Grains and Pasta,1,0,0,0,0,0,0,0,0
18037,"Bread, oat bran",30,1 slice,70.8,3.12,1.35,2.31,105.9,0.2091,0.12,Grains and Pasta,1,0,0,0,0,0,0,0,0
20113,"Noodles, chinese, chow mein",43,1.5 oz,204.25,3.4873,1.591,2.4553,504.82,0.95847,0.12,Grains and Pasta,1,0,0,0,0,0,0,0,0
18033,"Bread, italian",30,"1 slice, large (4-1/2"" x 3-1/4"" x 3/4"")",81.3,2.64,0.81,0.249,183.9,0.2565,0.13,Grains and Pasta,1,0,0,0,0,0,0,0,0
8093,"Corn grits, instant, plain",219,1 cup,162.06,3.4602,2.409,0.219,497.13,0.16644,0.13,Grains and Pasta,1,0,0,0,0,0,0,0,0
20121,"Spaghetti, cooked",140,1 cup,221.2,8.12,2.52,0.784,1.4,0.2464,0.13,Grains and Pasta,1,0,0,0,0,0,0,0,0
18027,"Bread, egg",40,"1 slice (5"" x 3"" x 1/2"")",114.8,3.8,0.92,0.712,152,0.6372,0.14,Grains and Pasta,1,0,0,0,0,0,0,0,0
18032,"Bread, irish soda, prepared from recipe",28,1 oz,81.2,1.848,0.728,5.471351351,111.44,0.31108,0.14,Grains and Pasta,1,0,0,0,0,0,0,0,0
18294,"Pancakes, blueberry",38,"1 pancake (4"" diameter)",84.36,2.318,0.3,3.587724138,156.56,0.75468,0.14,Grains and Pasta,1,0,0,0,0,0,0,0,0
18028,"Bread, egg, toasted",37,"1 slice (5"" x 3"" x 1/2"")",116.55,3.885,0.925,0.7178,154.29,0.59792,0.14,Grains and Pasta,1,0,0,0,0,0,0,0,0
18360,Taco shells,12.7,1 taco,60.452,0.81407,0.8509,0.1905,41.148,0.902335,0.14,Grains and Pasta,1,0,0,0,0,0,0,0,0
18044,"Bread, pumpernickel",26,"1 slice, regular",65,2.262,1.69,0.1378,154.96,0.11362,0.14,Grains and Pasta,1,0,0,0,0,0,0,0,0
18299,"Pancakes, whole-wheat, dry mix",70,"1/2 cup, poured from box",240.8,8.96,0.139119601,8.266268657,993.3,0.1708,0.14,Grains and Pasta,1,0,0,0,0,0,0,0,0
8145,"Cereals, whole wheat, cooked w/ water",182,.75 cup,112.84,3.64,2.912,0.1456,0,0.1092,0.15,Grains and Pasta,1,0,0,0,0,0,0,0,0
20400,"Macaroni, cooked, unenriched",140,"1 cup, elbow shaped",221.2,8.12,2.52,0.784,1.4,0.2464,0.15,Grains and Pasta,1,0,0,0,0,0,0,0,0
32016,"Macaroni or noodles w/ cheese, microwaveable",61,"1 serving, 1 pouch",236.68,7.0028,0.976,5.002,550.22,1.71654,0.16,Grains and Pasta,1,0,0,0,0,0,0,0,0
18268,"French toast, frozen",59,1 piece,125.67,4.366,0.649,3.470588235,292.05,0.90447,0.16,Grains and Pasta,1,0,0,0,0,0,0,0,0
18048,"Bread, raisin, toasted, enriched",29,"1 slice, large",86.13,2.494,1.363,1.7922,109.33,0.34075,0.17,Grains and Pasta,1,0,0,0,0,0,0,0,0
18061,"Bread, rye, toasted",29,"1 slice, large",82.36,2.726,1.856,1.2267,192.56,0.19952,0.17,Grains and Pasta,1,0,0,0,0,0,0,0,0
18060,"Bread, rye",32,"1 slice, regular",82.88,2.72,1.856,1.232,192.96,0.20032,0.17,Grains and Pasta,1,0,0,0,0,0,0,0,0
20006,"Barley, pearled, cooked",157,1 cup,193.11,3.5482,5.966,0.4396,4.71,0.14601,0.17,Grains and Pasta,1,0,0,0,0,0,0,0,0
18047,"Bread, raisin, enriched",32,"1 slice, large",87.68,2.528,1.376,1.8176,111.04,0.34592,0.17,Grains and Pasta,1,0,0,0,0,0,0,0,0
28304,"Waffles, whole wheat, lowfat, frozen, rth",70,"1 serving, 2 waffles",179.9,4.998,3.01,3.003,389.9,0.4998,0.17,Grains and Pasta,1,0,0,0,0,0,0,0,0
18045,"Bread, pumpernickel, toasted",29,"1 slice (5"" x 4"" x 3/8"")",79.75,2.755,2.059,0.1682,189.95,0.13949,0.17,Grains and Pasta,1,0,0,0,0,0,0,0,0
8020,"Cereals, corn flakes",28,1 cup (1 NLEA serving),99.96,2.1,0.924,2.66,204.12,0.03248,0.18,Grains and Pasta,1,0,0,0,0,0,0,0,0
18005,"Bagels, cinnamon-raisin",69,"1 small  bagel (3"" diameter)",189.06,6.762,1.587,4.1262,237.36,0.18906,0.19,Grains and Pasta,1,0,0,0,0,0,0,0,0
20041,"Brown rice, cooked",195,1 cup,218.4,4.524,3.51,1.686486486,1.95,0.32175,0.2,Grains and Pasta,1,0,0,0,0,0,0,0,0
20030,"Hominy, canned, white",165,1 cup,118.8,2.442,4.125,3.003,569.25,0.20295,0.21,Grains and Pasta,1,0,0,0,0,0,0,0,0
18014,"Biscuit, plain or butmlk, refried dough, higher fat",43,1 biscuit,132.01,2.8638,0.301,3.182,420.11,1.20658,0.21,Grains and Pasta,1,0,0,0,0,0,0,0,0
36409,Cheese pupusas,117,1 piece,299.52,13.7124,3.393,1.404,468,7.58043,0.21,Grains and Pasta,1,0,0,0,0,0,0,0,0
18293,"Pancakes, plain",38,"1 pancake (4"" diameter)",86.26,2.432,0.955555556,3.717111111,166.82,0.80636,0.22,Grains and Pasta,1,0,0,0,0,0,0,0,0
20106,"Macaroni, veg, cooked",134,"1 cup, spiral shaped",171.52,6.0702,5.762,1.541,8.04,0.02144,0.24,Grains and Pasta,1,0,0,0,0,0,0,0,0
20108,"Macaroni, whole-wheat, cooked",140,"1 cup, elbow shaped",173.6,7.462,3.92,1.12,4.2,0.1386,0.25,Grains and Pasta,1,0,0,0,0,0,0,0,0
20510,"Noodles, cooked, w/ salt",160,1 cup,220.8,7.264,1.92,0.64,264,0.6704,0.25,Grains and Pasta,1,0,0,0,0,0,0,0,0
18365,"Waffles, plain, frozen, ready-to-heat",35,"1 waffle, square (4"" square) (include frozen)",99.75,2.2645,0.77,1.7185,223.3,0.53585,0.25,Grains and Pasta,1,0,0,0,0,0,0,0,0
20125,"Spaghetti, whole-wheat, cooked",140,1 cup,173.6,7.462,6.3,1.12,4.2,0.1386,0.25,Grains and Pasta,1,0,0,0,0,0,0,0,0
18258,"English muffin, plain",57,1 muffin,129.39,5.0559,1.995,2.0121,242.25,0.41781,0.26,Grains and Pasta,1,0,0,0,0,0,0,0,0
20010,"Buckwheat groats, roasted, cooked",168,1 cup,154.56,5.6784,4.536,1.512,6.72,0.22512,0.3,Grains and Pasta,1,0,0,0,0,0,0,0,0
8247,Raisin bran,53,1 cup (1 NLEA serving),165.36,2.968,4.823,17.119,179.67,0.212,0.31,Grains and Pasta,1,0,0,0,0,0,0,0,0
22914,"Pasta w/ tomato sauce, no meat, canned",238,1 cup,166.6,5.2836,2.142,9.52,647.36,0.32368,0.31,Grains and Pasta,1,0,0,0,0,0,0,0,0
28307,"Bread, naan (indian bread), plain",90,1 piece,261.9,8.658,1.98,3.195,418.5,1.2537,0.32,Grains and Pasta,1,0,0,0,0,0,0,0,0
18010,"Biscuits, plain or buttermilk, dry mix",114,"1 cup, homemade",487.92,9.12,2.394,13.281,1454.64,4.5201,0.32,Grains and Pasta,1,0,0,0,0,0,0,0,0
18262,"English muffins, raisin/cinnamon",57,1 muffin,136.8,4.5087,1.482,8.4132,170.43,0.3078,0.33,Grains and Pasta,1,0,0,0,0,0,0,0,0
35147,Tamales (navajo),186,1 piece,284.58,11.6808,5.766,1.8414,794.22,4.45656,0.33,Grains and Pasta,1,0,0,0,0,0,0,0,0
36602,"Chinese fried rice, w/o meat",137,1 cup,238.38,5.5485,1.507,0.7672,530.19,0.7398,0.33,Grains and Pasta,1,0,0,0,0,0,0,0,0
18963,"Garlic bread, frozen",59,1 slice,206.5,4.9324,1.475,2.1771,320.96,3.11579,0.34,Grains and Pasta,1,0,0,0,0,0,0,0,0
18275,"Muffins, blueberry, dry mix",43,1 serving (43 g),125.9758454,1.496231884,0.601932367,14.07231884,205.9468599,0.499173913,0.36,Grains and Pasta,1,0,0,0,0,0,0,0,0
18260,"English muffins, mixed-grain",66,1 muffin,155.1,6.006,1.848,0.5346,196.68,0.1518,0.37,Grains and Pasta,1,0,0,0,0,0,0,0,0
43218,Cereals ready-to-eat,55,.67 cup (1 NLEA serving),193.6,6.16,5.005,11,14.85,0.2728,0.4,Grains and Pasta,1,0,0,0,0,0,0,0,0
18264,"English muffins, wheat",57,1 muffin,127.11,4.959,2.622,0.8892,201.21,0.16359,0.41,Grains and Pasta,1,0,0,0,0,0,0,0,0
20027,Cornstarch,128,1 cup,487.68,0.3328,1.152,0,11.52,0.01152,0.43,Grains and Pasta,1,0,0,0,0,0,0,0,0
6223,"Pasta, flavored w/ meat sauce, ready-to-serve",130,"1 serving, 1/2 cup",80.6,2.002,2.99,9.997,479.7,0.5005,0.46,Grains and Pasta,1,0,0,0,0,0,0,0,0
18266,"English muffins, whole-wheat",66,1 muffin,133.98,5.808,4.422,5.3394,240.24,0.22044,0.48,Grains and Pasta,1,0,0,0,0,0,0,0,0
28295,"Tortillas, whole wheat",41,"1 tortilla, 1 serving",127.1,4.0016,4.018,1.0004,209.92,1.99998,0.52,Grains and Pasta,1,0,0,0,0,0,0,0,0
18968,"Bagel, wheat",98,1 bagel,245,9.996,4.018,5.9976,430.22,0,0.55,Grains and Pasta,1,0,0,0,0,0,0,0,0
36625,"Vegetable lo mein, w/o meat",136,1 cup,164.56,6.4872,1.768,3.5768,584.8,0.63104,0.55,Grains and Pasta,1,0,0,0,0,0,0,0,0
20033,"Oat bran, raw",94,1 cup,231.24,16.262,14.476,1.363,3.76,1.24832,0.63,Grains and Pasta,1,0,0,0,0,0,0,0,0
18029,"Bread, french",139,1 slice,378.08,14.9425,3.058,6.4218,836.78,0.73531,0.63,Grains and Pasta,1,0,0,0,0,0,0,0,0
36411,Corn tamale,166,1 piece,308.76,5.7768,5.312,12.3172,459.82,4.36414,0.66,Grains and Pasta,1,0,0,0,0,0,0,0,0
22522,"Pasta w/ sliced franks in tomato sauce, canned entree",252,1 serving (1 cup),226.8,11.0124,4.032,7.9884,723.24,2.49984,0.7,Grains and Pasta,1,0,0,0,0,0,0,0,0
22899,"Ravioli, cheese-filled, canned",242,1 cup,186.34,6.0016,3.146,9.0024,740.52,1.74966,0.71,Grains and Pasta,1,0,0,0,0,0,0,0,0
36050,Cheese enchilada,137,1 enchilada,374.01,15.3988,2.603,3.562,723.36,11.46005,0.75,Grains and Pasta,1,0,0,0,0,0,0,0,0
20029,"Couscous, cooked",528,"1 cup, dry, yields",591.36,20.0112,7.392,0.528,26.4,0.15312,0.85,Grains and Pasta,1,0,0,0,0,0,0,0,0
20134,"Rice noodles, cooked",176,1 cup,190.08,3.1504,1.76,0.0528,33.44,0.04048,0.92,Grains and Pasta,1,0,0,0,0,0,0,0,0
36052,Cheese quesadilla,194,"1 quesadilla, 8-10 inch diameter",713.92,30.9042,3.298,4.2874,1359.94,22.42446,0.96,Grains and Pasta,1,0,0,0,0,0,0,0,0
22900,"Ravioli, meat-filled, w/ tomato sauce or meat sauce, canned",262,1 cup,254.14,8.4888,3.93,5.1614,741.46,3.8252,1.33,Grains and Pasta,1,0,0,0,0,0,0,0,0
36630,Italian spaghetti w/ meat sauce,554,1 serving,670.34,32.0766,8.864,10.0828,1274.2,5.88348,1.52,Grains and Pasta,1,0,0,0,0,0,0,0,0
36041,Lasagna w/ meat,457,1 serving,845.45,49.4931,6.855,14.3955,2129.62,22.58037,1.75,Grains and Pasta,1,0,0,0,0,0,0,0,0
16043,"Beans, pinto, mature seeds, cooked, boiled",171,1 cup,244.53,15.4071,15.39,0.5814,1.71,0.23256,0.13,Legumes and Nuts,0,0,0,0,0,0,0,0,1
16070,"Lentils, mature seeds, cooked, boiled",198,1 cup,229.68,17.8596,15.642,3.564,3.96,0.10494,0.21,Legumes and Nuts,0,0,0,0,0,0,0,0,1
12119,Coconut water (liquid from coconuts),240,1 cup (8 fl oz),47.12,1.7856,2.728,6.4728,260.4,0.43648,0.57,Legumes and Nuts,0,0,0,0,0,0,0,0,1
16138,"Falafel, home-prepared",17,"1 patty (approx 2-1/4"" diameter)",56.61,2.2627,0,0,49.98,0.40511,0.06,Legumes and Nuts,0,0,0,0,0,0,0,0,1
12118,"Coconut milk, canned (liquid from grated meat & water)",15,1 tbsp,29.55,0.303,0,0.529109861,1.95,2.83725,0.07,Legumes and Nuts,0,0,0,0,0,0,0,0,1
43135,"Sandwich spread, meatless",15,1 tbsp,22.35,1.2,0.495,0.687,94.5,0.21375,0.07,Legumes and Nuts,0,0,0,0,0,0,0,0,1
43212,"Bacon bits, meatless",7,1 tbsp,33.32,2.24,0.714,0,123.9,0.28385,0.13,Legumes and Nuts,0,0,0,0,0,0,0,0,1
42291,"Peanut butter, reduced sodium",32,2 tbsp,188.8,7.68,2.112,2.9728,64.96,2.46912,0.14,Legumes and Nuts,0,0,0,0,0,0,0,0,1
16155,"Peanut butter, smooth, vitamin & mineral fortified",32.25,2 tbsp,190.5975,8.2947,1.806,3.376575,135.45,3.2653125,0.14,Legumes and Nuts,0,0,0,0,0,0,0,0,1
16397,"Peanut butter, chunky style",32.25,2 tbsp,189.9525,7.75935,2.58,2.712225,5.4825,2.4532575,0.14,Legumes and Nuts,0,0,0,0,0,0,0,0,1
16398,"Peanut butter, smooth style",32.25,2 tbsp,192.855,7.162725,1.6125,3.383025,5.4825,3.3298125,0.14,Legumes and Nuts,0,0,0,0,0,0,0,0,1
16086,"Peas, split, cooked, boiled",12.2,1 tbsp,14.396,1.01748,1.0126,0.3538,0.244,0.006588,0.14,Legumes and Nuts,0,0,0,0,0,0,0,0,1
16150,"Peanut butter, smooth, reduced fat",36,2 tbsp,187.2,9.324,1.872,3.3408,194.4,2.0736,0.16,Legumes and Nuts,0,0,0,0,0,0,0,0,1
16057,"Chickpeas (garbanzo beans), cooked, boiled",164,1 cup,268.96,14.5304,12.464,7.872,11.48,0.44116,0.17,Legumes and Nuts,0,0,0,0,0,0,0,0,1
16015,"Beans, black, cooked",172,1 cup,227.04,15.2392,14.964,1.323076923,1.72,0.23908,0.17,Legumes and Nuts,0,0,0,0,0,0,0,0,1
16396,"Peanuts, oil-roasted",28.35,1 oz,163.863,7.334145,2.52315,1.19,1.701,1.7988075,0.17,Legumes and Nuts,0,0,0,0,0,0,0,0,1
16095,"Peanuts, raw",28.35,1 oz,159.6105,7.141365,2.40975,1.119825,2.835,1.824039,0.17,Legumes and Nuts,0,0,0,0,0,0,0,0,1
16096,"Peanuts, oil-roasted, w/ salt",28.35,1 oz,163.863,7.334145,2.52315,1.19,122.7555,1.7988075,0.17,Legumes and Nuts,0,0,0,0,0,0,0,0,1
12538,"Sunflower seed kernels, oil roasted, w/ salt",28.35,1 oz,167.832,5.68701,3.0051,0.881685,207.8055,2.003778,0.17,Legumes and Nuts,0,0,0,0,0,0,0,0,1
12163,"Pumpkin and/or squash seeds, whole, roasted",28.35,1 oz (85 seeds),126.441,5.258925,5.2164,0,5.103,1.040445,0.22,Legumes and Nuts,0,0,0,0,0,0,0,0,1
12156,"Walnuts, glazed",28,1 oz,140,2.3184,1.008,8.9992,124.88,0.99988,0.25,Legumes and Nuts,0,0,0,0,0,0,0,0,1
12151,"Pistachio nuts, raw",28.35,1 oz (49 kernels),159.327,5.746545,2.92005,2.17161,0.2835,1.575126,0.26,Legumes and Nuts,0,0,0,0,0,0,0,0,1
12738,"Mixed nuts, oil roasted, lightly salted",28,1 oz,169.96,5.0008,1.988,1.4588,40.04,2.00004,0.31,Legumes and Nuts,0,0,0,0,0,0,0,0,1
16084,"Mungo beans, cooked",69,"1 oz, dry, yield after cooking",72.45,5.2026,4.416,1.3869,4.83,0.02622,0.31,Legumes and Nuts,0,0,0,0,0,0,0,0,1
12137,"Mixed nuts, oil roasted, w/ peanuts",28.35,1 oz,172.0845,5.68134,1.9845,1.176525,1.4175,2.4695685,0.31,Legumes and Nuts,0,0,0,0,0,0,0,0,1
12138,"Mixed nuts, oil roasted, w/o peanuts",28.35,1 oz,174.3525,4.39992,1.55925,1,3.1185,2.5761645,0.31,Legumes and Nuts,0,0,0,0,0,0,0,0,1
12087,"Cashew nuts, raw",28,1 oz,154.84,5.1016,0.924,1.6548,3.36,2.17924,0.34,Legumes and Nuts,0,0,0,0,0,0,0,0,1
12585,"Cashew nuts, dry roasted, w/ salt",28.35,1 oz,162.729,4.340385,0.8505,1.420335,181.44,2.5960095,0.34,Legumes and Nuts,0,0,0,0,0,0,0,0,1
12167,"Chestnuts, european, roasted",28.35,1 oz,69.4575,0.898695,1.44585,3.0051,0.567,0.117369,0.35,Legumes and Nuts,0,0,0,0,0,0,0,0,1
12063,"Almonds, dry roasted",28.35,1 oz (22 whole kernels),169.533,5.94216,3.09015,1.37781,0.8505,1.160082,0.36,Legumes and Nuts,0,0,0,0,0,0,0,0,1
16006,"Beans, baked, canned, plain or vegetarian",254,1 cup,238.76,12.065,10.414,20.2184,871.22,0.18034,0.39,Legumes and Nuts,0,0,0,0,0,0,0,0,1
12663,"Pumpkin and/or squash seeds, whole, roasted, w/ salt",28.35,1 oz (85 seeds),126.441,5.258925,5.2164,0,720.3735,1.040445,0.39,Legumes and Nuts,0,0,0,0,0,0,0,0,1
16036,"Beans, kidney, royal red",177,1 cup,217.71,16.7973,16.461,0.6,8.85,0.04248,0.4,Legumes and Nuts,0,0,0,0,0,0,0,0,1
16041,"Beans, pink, mature seeds, cooked, boiled",169,1 cup,251.81,15.3114,8.957,0.6084,3.38,0.21294,0.42,Legumes and Nuts,0,0,0,0,0,0,0,0,1
12563,"Almonds, dry roasted, w/ salt",28.35,1 oz (22 whole kernels),169.533,5.94216,3.09015,1.37781,141.183,1.160082,0.44,Legumes and Nuts,0,0,0,0,0,0,0,0,1
16104,"Bacon, meatless",16,"1 oz, cooked yield",49.6,1.7088,0.416,0,234.4,0.73952,0.46,Legumes and Nuts,0,0,0,0,0,0,0,0,1
12206,"Almonds, honey roasted, unblanched",28.35,1 oz,168.399,5.151195,3.88395,5,36.855,1.340955,0.48,Legumes and Nuts,0,0,0,0,0,0,0,0,1
12120,Hazelnuts or filberts,75,"1 cup, ground",471,11.2125,7.275,3.255,0,3.348,0.51,Legumes and Nuts,0,0,0,0,0,0,0,0,1
16081,"Mung beans, cooked",202,1 cup,212.1,14.1804,15.352,4.04,4.04,0.23432,0.53,Legumes and Nuts,0,0,0,0,0,0,0,0,1
16427,Tofu,124,1/2 cup,94,10.02,0.4,0,9,0.857,0.53,Legumes and Nuts,0,0,0,0,0,0,0,0,1
16046,"Beans, small white, mature seeds, cooked, boiled",179,1 cup,254.18,16.0563,18.616,3.81039604,3.58,0.29714,0.56,Legumes and Nuts,0,0,0,0,0,0,0,0,1
16235,Plain soymilk,243,1 cup,99.63,6.9984,0.972,6.0021,119.07,0.50058,0.57,Legumes and Nuts,0,0,0,0,0,0,0,0,1
16237,Chocolate soymilk,243,1 cup,140.94,5.0058,1.944,19.0026,99.63,0.50058,0.57,Legumes and Nuts,0,0,0,0,0,0,0,0,1
16102,"Pigeon peas, cooked",168,1 cup,203.28,11.3568,11.256,4.161568627,8.4,0.13944,0.58,Legumes and Nuts,0,0,0,0,0,0,0,0,1
12023,"Sesame seeds, whole, dried",9,1 tbsp,51.57,1.5957,1.062,0.027,0.99,0.62613,0.59,Legumes and Nuts,0,0,0,0,0,0,0,0,1
12195,"Almond butter, plain",31.25,2 tbsp,191.875,6.55,3.21875,1.384375,2.1875,1.2975,0.59,Legumes and Nuts,0,0,0,0,0,0,0,0,1
16257,Blueberry soy yogurt,170,1 container,149.6,3.995,1.02,20.995,25.5,0,0.76,Legumes and Nuts,0,0,0,0,0,0,0,0,1
12632,"Macadamia nuts, dry roasted, w/ salt",28.35,1 oz (10-12 kernels),202.986,2.208465,2.268,1.17369,100.0755,3.3869745,0.76,Legumes and Nuts,0,0,0,0,0,0,0,0,1
12131,"Macadamia nuts, raw",28.35,1 oz (10-12 kernels),203.553,2.242485,2.4381,1.295595,1.4175,3.4192935,0.76,Legumes and Nuts,0,0,0,0,0,0,0,0,1
43136,Vegetarian stew,247,1 cup,303.81,41.99,2.717,3.0875,988,1.17325,0.87,Legumes and Nuts,0,0,0,0,0,0,0,0,1
12147,"Pine nuts, dried",28.35,1 oz (167 kernels),190.7955,3.881115,1.04895,1.017765,0.567,1.3888665,0.88,Legumes and Nuts,0,0,0,0,0,0,0,0,1
22904,"Chili con carne w/ beans, canned entree",242,1 cup,258.94,14.036,7.986,4.5254,1086.58,3.03226,0.92,Legumes and Nuts,0,0,0,0,0,0,0,0,1
22911,"Chili, no beans, canned entree",240,1 cup,283.2,18.072,1.2,2.64,986.4,5.412,1.02,Legumes and Nuts,0,0,0,0,0,0,0,0,1
16171,"Refried beans, canned, vegetarian",444,1 can,368.52,23.4432,20.868,2.6196,1909.2,0.63048,1.06,Legumes and Nuts,0,0,0,0,0,0,0,0,1
12104,"Coconut meat, raw",80,"1 cup, shredded",283.2,2.664,7.2,4.984,16,23.7584,1.08,Legumes and Nuts,0,0,0,0,0,0,0,0,1
12061,Almonds,92,"1 cup, sliced",532.68,19.458,11.5,4.002,0.92,3.49784,1.17,Legumes and Nuts,0,0,0,0,0,0,0,0,1
43134,Vegetarian fillets,85,1 fillet,246.5,19.55,5.185,0.68,416.5,2.42165,1.31,Legumes and Nuts,0,0,0,0,0,0,0,0,1
12179,"Coconut meat, dried (desiccated), sweetened, shredded",199,1 package (7 oz),996.99,5.7312,8.955,85.9083,521.38,62.62132,1.39,Legumes and Nuts,0,0,0,0,0,0,0,0,1
12142,Pecans,99,"1 cup, halves",684.09,9.0783,9.504,3.9303,0,6.1182,1.53,Legumes and Nuts,0,0,0,0,0,0,0,0,1
12586,"Cashew nuts, oil roasted, w/ salt",129,"1 cup, halves and pieces",749.49,21.7236,4.257,6.4629,397.32,10.93662,1.56,Legumes and Nuts,0,0,0,0,0,0,0,0,1
12086,"Cashew nuts, oil roasted",129,"1 cup, halves and pieces",748.2,21.7236,4.257,6.4629,16.77,10.93662,1.61,Legumes and Nuts,0,0,0,0,0,0,0,0,1
16103,"Refried beans, canned",442,1 can,397.8,22.0116,16.354,2.3868,1635.4,2.78902,1.82,Legumes and Nuts,0,0,0,0,0,0,0,0,1
16158,Hummus,246,1 cup,408.36,19.434,14.76,0,932.34,3.53502,3.34,Legumes and Nuts,0,0,0,0,0,0,0,0,1
10123,"Bacon, unprepared",28,"1 slice, raw",116.76,3.5336,0,0.28,185.36,3.72288,0.08,Meats and Fish,0,0,0,0,1,0,0,0,0
43367,"Turkey, drumstick, smoked, cooked, w/ skin",17,"1 cubic inch, boneless",35.36,4.743,0,0,169.32,0.51918,0.08,Meats and Fish,0,0,0,0,1,0,0,0,0
42241,"Turkey, pork, & beef sausage, reduced fat, smoked",14,1 cubic inch,33.74,2.604,0,0,133.98,0.83216,0.1,Meats and Fish,0,0,0,0,1,0,0,0,0
22978,"Chicken tenders, breaded, frozen",21,1 piece,50.4,3.0702,0.357,0.1197,110.67,0.51177,0.1,Meats and Fish,0,0,0,0,1,0,0,0,0
5088,"Chicken, neck, meat only",20,"1 neck, bone and skin removed",30.8,3.51,0,0,16.2,0.45,0.11,Meats and Fish,0,0,0,0,1,0,0,0,0
7961,"Chicken breast, deli, rotisserie seasoned, sliced, preparedackaged",12,1 slice,11.76,2.088,0,0.09,123.84,0.06768,0.12,Meats and Fish,0,0,0,0,1,0,0,0,0
7951,"Scrapple, pork",25,"1 oz, cooked",53.25,2.015,0.075,0.05,120.5,1.183,0.13,Meats and Fish,0,0,0,0,1,0,0,0,0
5661,"Chicken, liver, all classes, cooked, pan-fried",28.35,1 oz,48.762,7.30863,0,0,26.082,0.5763555,0.13,Meats and Fish,0,0,0,0,1,0,0,0,0
15002,"Anchovy, european, canned in oil, drained solid",4,1 anchovy,8.4,1.1556,0,0,146.72,0.08812,0.14,Meats and Fish,0,0,0,0,1,0,0,0,0
42129,"Bologna, beef & pork, lowfat",14,1 cubic inch,32.2,1.61,0,0,155.12,1.02312,0.14,Meats and Fish,0,0,0,0,1,0,0,0,0
7028,"Ham, sliced, packaged (96% fat free, water added)",23,1 slice,23,3.887,0,0,294.17,0.1518,0.15,Meats and Fish,0,0,0,0,1,0,0,0,0
42128,"Turkey ham, sliced, extra lean, prepackaged or deli-sliced",20,1 cubic inch,24.8,3.92,0,0,207.6,0.218,0.15,Meats and Fish,0,0,0,0,1,0,0,0,0
43390,"Turkey, light or dark meat, smoked, cooked, w/ skin",28,"1 medium, slice (approx 3"" x 2"" x 1/4"")",58.24,7.868,0,0,278.88,0.79268,0.16,Meats and Fish,0,0,0,0,1,0,0,0,0
5070,"Chicken, broilers or fryers, drumstick, meat & skin, cooked, stewed",34,1 unit (yield from 1 lb ready-to-cook chicken),69.36,8.6088,0,0,25.84,0.9894,0.19,Meats and Fish,0,0,0,0,1,0,0,0,0
5104,"Chicken, broilers or fryers, wing, meat & skin, cooked, stewed",24,1 unit (yield from 1 lb ready-to-cook chicken),59.76,5.4672,0,0,16.08,1.1304,0.21,Meats and Fish,0,0,0,0,1,0,0,0,0
21107,"Hamburger; single, reg patty; plain",78,1 sandwich,231.66,12.8856,1.326,3.8064,258.18,3.50454,0.21,Meats and Fish,0,0,0,0,1,0,0,0,0
6330,Slow roasted chicken gravy,59,.25 cup,20.06,0.9971,0,0,240.13,0,0.21,Meats and Fish,0,0,0,0,1,0,0,0,0
7053,"Pate, chicken liver, canned",28.35,1 oz,56.9835,3.813075,0,0,109.431,1.134,0.22,Meats and Fish,0,0,0,0,1,0,0,0,0
43391,"Turkey, light or dark meat, smoked, cooked, skin removed",42,"1 thick, slice (approx 3"" x 2"" x 3/8"")",71.4,12.306,0,0,418.32,0.693,0.22,Meats and Fish,0,0,0,0,1,0,0,0,0
7080,"Turkey ham, cured turkey thigh meat",28,1 serving,35.28,4.9,0.056,0.4004,348.04,0.42728,0.23,Meats and Fish,0,0,0,0,1,0,0,0,0
